,异常类型,异常类型细项,问题现象,故障组件,形成原因,形成原因细类,原因分析,故障处理过程
181,信息系统运行异常,不影响用户使用但系统有告警,5月11日17:00-17:30，国网湖北电力财务管控系统监控异常。期间，系统在线用户数指标缺失，系统健康运行时长及URL探测指标正常。,数据库软件,运行维护不当,响应慢,经查，每月10号到16号为湖北财务管控营财一体化数据采集转换时间。故障期间财务管控系统正在大量转换采集到的营销电费数据，数据库中产生大量锁及集群等待，消耗过多数据库资源，导致IMS接口在获取在线用户数指标时执行超时。经强制终结部分数据库死锁会话并释放资源后，系统指标恢复正常。,0
182,信息系统运行异常,不影响用户使用但系统有告警,8月24日04:40，国网信通调度监控发现国网西北分部所有系统IMS监控异常。期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。,网络,运行维护不当,原因不详细,期间，所有系统IMS健康运行时长及在线用户数指标缺失，URL探测异常。故障原因为IMS应用服务器（10.209.5.27）型号为IBM X3850 X5 7143，通过检查服务器光通路诊断面板发现BRD告警； 通过服务器日志分析，确定本次IMS系统运行事件由于服务器I/O板卡突发故障导致服务器宕机且无法重启。系统部署方式为单点部署。,0
183,信息系统监控接口异常,系统部分功能非计划不可用,12月19日8:05-9:10，国网技术学院财务管控系统监控异常，期间健康运行时长及在线用户数指标中断，URL探测间歇性异常。,数据库软件,运行维护不当,数据库表空间满,经查，由于SHARED_POOL共享池空间里的缓存数据没有释放。导致空间不足，无法继续执行其它SQL语句，IMS相关指标存入数据库失败。通过手工执行清空SHARED_POOL共享池缓存，使抽取指标的数据可以正常存入数据库表中，系统指标恢复正常。,
184,信息系统运行异常,不影响用户使用但系统有告警,9月13日2:40-3:35，国网信通调度监控发现国网辽宁公司PMS2.0系统监控异常。期间，系统健康运行时长和在线用户数指标中断，URL探测正常。,主机,运行维护不当,节点自动重启,经查，故障原因为PMS2.0系统应用服务器发生宕机，导致指标采集异常，进行重启操作后，系统指标恢复正常。,
185,信息系统运行异常,系统部分功能非计划不可用,4月18日10:25，国网信通调度接到7186申告，总部部分用户外网无法访问。10:45，调度完成应急处置，10:55，经用户验证，外网访问恢复正常。,主机,运行维护不当,原因不详细,"10:45，调度完成应急处置，10:55，经用户验证，外网访问恢复正常。经查，故障原因为一台DNS虚拟机所在宿主机服务器宕机，目前已将该DNS服务迁移至新物理机。
",0
186,信息系统监控接口异常,不影响用户使用但系统有告警,7月8日21:30-22:25，国网信通调度监控发现国网新源公司企业门户系统监控状态异常。期间，系统健康运行时长及在线用户数指标异常，URL探测正常。,主机,操作不当等问题,检修操作不当,期间，健康运行时长及在线用户数指标异常。经查，故障原因为值班人员将IMS系统主服务器系统时间与国网时间源服务器同步对时后，企业门户、ERP系统接口程序出现异常，导致指标中断，重启IMS接口后指标恢复正常。（合并处理）,
187,信息系统监控接口异常,信息系统侧IMS接口非计划不可用,1月3日04:35-05:10，国网江西电力IMS监控各业务系统URL探测异常，健康运行时长及在线用户数指标正常。,主机,运行维护不当,内存配置不合理,故障原因为部署了IMS探测主服务的应用服务器因长时间运行导致内存溢出自动重启。备服务未探测出主服务异常，未切换成功，故导致所有系统URL探测异常,服务器自动重启后，清除系统缓存并重启探测服务，系统监控恢复正常。
188,信息系统运行异常,不影响用户使用但系统有告警,7月11日自08:30开始，国网信通调度监控发现国网安监一体化系统多个节点无法访问。8:32，验证发现系统无法登录。9:30经运检中心重启应用节点后，业务恢复但登陆缓慢，部分节点仍间歇性中断。,数据库软件,软件设计缺陷原因,SQL语句不合理,经排查，系统存在执行全表扫描的sql语句，数据库IO负载较高，sotower底层平台运行缓慢。为及时恢复业务，运检中心对数据库进行参数优化。18:00待业务量下降后，功能使用正常。运检中心已组织项目组对sotower平台及sql语句进行深入排查。,重启服务后，IMS指标恢复正常。
189,信息系统运行异常,系统部分功能非计划不可用,7月2日17:55-18:15，国网信通调度监控发现国网西藏电力所有系统监控状态异常。期间，所有系统健康运行时长指标及在线用户数指标中断，URL探测异常。,主机,操作不当等问题,检修操作不当,期间，所有系统URL探测异常，健康运行时长指标及在线用户数指标异常。经查，故障原因为，新到运维人员在开展应急指挥系统检修过程中（[西藏-本部]20160702-M001），协助应急指挥系统将测试系统切换正式系统。运维人员对配置应急指挥webservice的取数文件误操作，后台取数服务更新，导致其他前置服务自动停掉，从而引起前台展示报红。,
190,信息系统监控接口异常,系统部分功能非计划不可用,12月19日00:30-05:05，国网技术学院财务管控系统监控异常，期间健康运行时长及在线用户数指标中断，URL探测异常。,数据库软件,运行维护不当,数据库表空间满,经查，由于SHARED_POOL共享池空间里的缓存数据没有释放。导致空间不足，无法继续执行其它SQL语句，IMS相关指标存入数据库失败。通过手工执行清空SHARED_POOL共享池缓存，使抽取指标的数据可以正常存入数据库表中，系统指标恢复正常。,
191,信息系统运行异常,不影响用户使用但系统有告警,1月31日10:50，国网信通调度监控发现总部一体化规划设计平台监控状态异常。期间，健康运行时长及在线用户数指标中断，URL探测正常。11:10，指标自动恢复正常,数据库软件,软件设计缺陷,SQL语句不合理,数据库CY_GENERATE_PRODUCE表没有创建对应的索引，导致在执行该表的update语句时消耗大量数据库资源。,优化数据库索引。
192,信息系统接口异常,系统告警但不影响用户使用,10月10日14:30-15:35，国网信通调度监控发现国网重庆电力数据交换、凭证协同系统监控状态异常。期间，系统健康运行时长及在线用户数指标中断，URL探测正常。,网络,运行维护不当,检修操作不当,"运维人员在综合布线梳理工作中触动了接触不良的网线导致凭证协同系统数据库异常和数据交换系统I6000接口程序异常。
",0
193,信息系统运行异常,系统部分功能非计划不可用,6月14日17:15，国网信通调度监控发现IDS系统附件无法正常下载，17:42，运检中心重启非结构化应用节点,应用软件,运行维护不当,进程异常,由于业务系统访问量大，全文检索服务同步索引数据失败未能及时反馈业务数据，导致大量数据源连接池资源不能及时释，数据库连接池满。,重启非结构化数据管理平台应用节点后，系统恢复正常。
194,信息系统监控接口异常,信息系统侧IMS接口非计划不可用,3月4日15:10-16:05，蒙东电力数据交换平台监控状态异常。期间，系统健康时长中断，在线用户数和URL探测正常,应用软件,软件设计缺陷,代码逻辑缺陷,期间，系统健康时长中断，经查，具体原因为当前版本的接口程序在计算产生健康运行时长方面存在缺陷，有极小的概率导致探测系统主进程失败，从而将健康运行时长指标误置为0。重启接口程序后指标恢复。后续会安排检修升级接口程序至V2.19版本以解决此缺陷。,重启接口程序后指标恢复
